game_id,na_sales_in_millions,pal_sales_in_millions,japan_sales_in_millions,other_sales_in_millions,global_sales_in_millions,total_shipped_in_millions
12373,0.07,,,0.02,0.09,
12374,0.05,0.03,,0.01,0.09,
12375,0.03,0.05,,0.01,0.09,
12376,0.04,0.03,,0.01,0.09,
12377,0.07,0.02,,0.0,0.09,
12378,0.07,,,0.02,0.09,
12379,0.08,0.0,,0.01,0.09,
12380,0.07,,,0.02,0.09,
12381,0.07,0.02,,0.0,0.09,
12382,0.06,0.02,,0.0,0.09,
12383,0.05,0.03,,0.01,0.09,
12384,0.06,0.02,,0.0,0.09,
12385,0.06,0.02,,0.01,0.09,
12386,0.08,,,0.01,0.09,
12387,0.08,0.0,,0.01,0.09,
12388,0.07,0.02,,0.0,0.08,
12389,0.06,0.02,,0.01,0.08,
12390,0.08,,,0.01,0.08,
12391,0.04,0.03,,0.01,0.08,
12392,0.08,,,0.01,0.08,
12393,0.05,0.03,,0.01,0.08,
12394,0.06,0.02,,0.0,0.08,
12395,0.05,0.03,,0.01,0.08,
12396,0.05,0.03,,0.01,0.08,
12397,0.08,,,0.01,0.08,
12398,0.06,0.01,,0.01,0.08,
12399,0.04,0.03,,0.01,0.08,
12400,0.06,0.02,,0.0,0.08,
12401,0.08,,,0.01,0.08,
12402,0.07,,,0.02,0.08,
12403,0.04,0.03,,0.01,0.08,
12404,0.04,0.03,,0.01,0.08,
12405,0.08,,,0.01,0.08,
12406,,,0.08,,0.08,
12407,0.06,0.02,,0.0,0.08,
12408,0.06,0.02,,0.0,0.08,
12409,0.02,0.05,,0.01,0.08,
12410,0.06,0.02,,0.0,0.08,
12411,0.07,,0.0,0.01,0.08,
12412,0.06,0.01,,0.01,0.08,
12413,0.06,,,0.01,0.08,
12414,0.07,,,0.01,0.08,
12415,0.07,0.0,,0.01,0.08,
12416,0.04,0.03,,0.01,0.08,
12417,0.07,,,0.01,0.08,
12418,0.06,0.02,,0.0,0.08,
12419,0.06,0.02,,0.0,0.08,
12420,0.06,0.02,,0.0,0.08,
12421,,0.06,0.01,0.01,0.08,
12422,0.07,0.0,,0.01,0.08,
12423,0.07,,,0.01,0.08,
12424,0.04,0.03,,0.01,0.08,
12425,0.05,0.02,,0.0,0.08,
12426,0.06,0.02,,0.0,0.08,
12427,0.03,0.02,0.01,0.01,0.08,
12428,0.06,0.02,,0.0,0.08,
12429,,,0.07,0.0,0.07,
12430,,0.07,,0.01,0.07,
12431,,,0.07,,0.07,
12432,,0.07,,,0.07,
12433,0.03,0.03,,0.01,0.07,
12434,0.06,0.01,,0.0,0.07,
12435,0.05,0.02,,0.0,0.07,
12436,,,0.07,,0.07,
12437,,0.06,,0.01,0.07,
12438,0.05,0.02,,0.0,0.07,
12439,0.01,0.05,,0.01,0.07,
12440,0.05,0.02,,0.0,0.07,
12441,,0.06,,0.01,0.07,
12442,,0.06,,0.01,0.07,
12443,0.05,,0.02,0.0,0.07,
12444,,0.05,0.01,0.01,0.07,
12445,0.03,0.03,,0.01,0.07,
12446,0.03,0.03,,0.01,0.07,
12447,0.05,0.02,,0.01,0.07,
12448,0.07,,,0.01,0.07,
12449,0.05,0.02,,0.01,0.07,
12450,0.05,0.02,,0.0,0.07,
12451,0.06,0.01,,0.0,0.07,
12452,0.06,,,0.01,0.07,
12453,,0.05,,0.01,0.07,
12454,0.04,0.03,,0.0,0.07,
12455,0.03,0.03,,0.01,0.07,
12456,,,0.07,,0.07,
12457,,,0.06,0.0,0.07,
12458,,0.06,,0.01,0.07,
12459,0.05,0.01,,0.0,0.07,
12460,0.06,,,0.01,0.07,
12461,0.05,0.01,,0.0,0.07,
12462,,,0.06,0.0,0.07,
12463,0.05,0.01,,0.0,0.07,
12464,0.06,,,0.01,0.07,
12465,0.04,0.02,,0.0,0.07,
12466,0.05,0.02,,0.0,0.06,
12467,0.05,0.01,,0.0,0.06,
12468,,0.02,0.04,0.0,0.06,
12469,0.03,0.02,,0.01,0.06,
12470,0.04,0.02,,0.0,0.06,
12471,0.05,0.01,,0.0,0.06,
12472,0.05,0.01,,0.0,0.06,
12473,0.04,0.02,,0.01,0.06,
12474,0.03,0.02,,0.01,0.06,
12475,0.06,,,0.0,0.06,
12476,0.05,0.01,,0.0,0.06,
12477,0.04,0.02,,0.0,0.06,
12478,0.03,0.02,,0.01,0.06,
12479,0.03,0.02,,0.01,0.06,
12480,0.05,0.01,,0.01,0.06,
12481,0.05,,,0.01,0.06,
12482,,,0.06,,0.06,
12483,0.06,,,0.0,0.06,
12484,,,0.06,0.0,0.06,
12485,,0.05,,0.01,0.06,
12486,0.06,,,0.0,0.06,
12487,0.05,,,0.01,0.06,
12488,,0.05,,0.01,0.06,
12489,0.05,0.01,,0.0,0.06,
12490,0.05,0.01,,0.0,0.06,
12491,0.05,0.01,,0.0,0.06,
12492,0.05,0.01,,0.0,0.06,
12493,0.01,0.04,,0.01,0.06,
12494,0.04,0.01,,0.0,0.06,
12495,0.04,0.02,,0.0,0.06,
12496,0.03,0.02,,0.0,0.06,
12497,0.04,0.02,,0.0,0.06,
12498,0.05,,,0.01,0.06,
12499,,0.06,,0.0,0.06,
12500,0.03,0.02,,0.01,0.06,
12501,0.05,,,0.01,0.06,
12502,0.04,0.02,,0.0,0.06,
12503,,0.05,,0.01,0.06,
12504,0.04,0.01,,0.0,0.06,
12505,0.03,0.02,,0.01,0.06,
12506,0.04,0.01,,0.01,0.06,
12507,0.03,0.02,,0.0,0.06,
12508,0.04,0.01,,0.0,0.06,
12509,,,0.05,0.0,0.06,
12510,,0.05,,0.01,0.06,
12511,0.03,0.02,,0.01,0.06,
12512,0.03,0.02,,0.0,0.06,
12513,,0.03,0.01,0.01,0.06,
12514,0.04,0.01,,0.0,0.05,
12515,0.05,,,0.0,0.05,
12516,0.04,0.01,,0.0,0.05,
12517,0.05,,,0.01,0.05,
12518,,0.05,,0.01,0.05,
12519,0.03,0.02,,0.0,0.05,
12520,0.03,0.02,,0.01,0.05,
12521,0.03,0.02,,0.0,0.05,
12522,0.04,0.01,,0.0,0.05,
12523,0.04,0.01,,0.0,0.05,
12524,0.02,0.02,,0.0,0.05,
12525,0.03,0.02,,0.01,0.05,
12526,0.03,0.02,,0.0,0.05,
12527,0.03,0.02,,0.01,0.05,
12528,,0.05,,0.0,0.05,
12529,0.03,0.01,,0.0,0.05,
12530,0.03,0.02,,0.0,0.05,
12531,,,0.05,0.0,0.05,
12532,0.04,0.01,,0.0,0.05,
12533,0.05,,,0.0,0.05,
12534,0.04,0.0,,0.0,0.05,
12535,0.02,0.01,0.01,0.0,0.05,
12536,0.04,,,0.01,0.05,
12537,,0.04,,0.01,0.05,
12538,,0.04,,0.01,0.05,
12539,0.02,0.02,,0.01,0.05,
12540,0.04,,,0.01,0.05,
12541,0.03,0.01,,0.01,0.05,
12542,0.02,0.02,,0.01,0.05,
12543,0.03,0.01,,0.0,0.05,
12544,0.04,0.01,,0.0,0.05,
12545,0.04,0.0,,0.0,0.05,
12546,0.04,0.01,,0.0,0.05,
12547,0.04,,,0.0,0.05,
12548,,0.04,,0.01,0.05,
12549,0.04,,,0.01,0.05,
12550,0.04,,,0.01,0.05,
12551,0.03,0.01,,0.0,0.05,
12552,0.04,0.0,,0.0,0.05,
12553,,0.04,,0.01,0.05,
12554,0.03,0.02,,0.0,0.05,
12555,0.04,0.01,,0.0,0.05,
12556,0.04,0.01,,0.0,0.05,
12557,0.04,,,0.0,0.05,
12558,0.04,0.0,,0.0,0.05,
12559,,,0.05,0.0,0.05,
12560,0.04,0.0,,0.0,0.05,
12561,0.04,,,0.01,0.05,
12562,0.02,0.02,,0.01,0.05,
12563,0.04,0.0,,0.0,0.04,
12564,,0.04,,0.0,0.04,
12565,0.04,,,0.0,0.04,
12566,0.03,0.01,,0.0,0.04,
12567,0.04,,,0.0,0.04,
12568,0.04,,,0.0,0.04,
12569,0.03,0.01,,0.0,0.04,
12570,0.02,0.02,,0.01,0.04,
12571,0.04,,,0.01,0.04,
12572,0.04,0.0,,0.0,0.04,
12573,0.03,0.01,,0.0,0.04,
12574,0.03,0.01,,0.0,0.04,
12575,0.04,,,0.0,0.04,
12576,,0.04,,0.01,0.04,
12577,,0.04,,0.0,0.04,
12578,0.03,0.01,,0.0,0.04,
12579,0.03,0.01,,0.0,0.04,
12580,,,0.04,0.0,0.04,
12581,0.03,0.01,,0.0,0.04,
12582,0.02,0.02,,0.01,0.04,
12583,,0.03,,0.01,0.04,
12584,0.03,0.01,,0.0,0.04,
12585,0.03,0.0,,0.0,0.04,
12586,,0.04,,0.0,0.04,
12587,0.03,0.01,,0.0,0.04,
12588,0.03,,,0.0,0.04,
12589,0.03,0.01,,0.0,0.04,
12590,,,0.04,,0.04,
12591,0.04,,,0.0,0.04,
12592,0.03,0.01,,0.0,0.04,
12593,,0.03,,0.01,0.04,
12594,,0.04,,0.0,0.04,
12595,,0.04,,0.0,0.04,
12596,0.03,,,0.0,0.04,
12597,0.03,0.01,,0.0,0.04,
12598,0.03,,,0.0,0.04,
12599,,,0.04,,0.04,
12600,0.03,0.01,,0.0,0.04,
12601,0.03,,,0.01,0.04,
12602,0.02,0.01,,0.0,0.04,
12603,,0.03,,0.0,0.04,
12604,0.02,0.01,,0.0,0.04,
12605,0.03,,,0.0,0.04,
12606,0.0,0.03,,0.01,0.04,
12607,,0.03,,0.0,0.04,
12608,,,0.03,,0.03,
12609,0.03,,,0.0,0.03,
12610,0.03,0.01,,0.0,0.03,
12611,0.03,,,0.0,0.03,
12612,,0.03,0.0,0.0,0.03,
12613,0.03,,,0.0,0.03,
12614,0.03,,,0.0,0.03,
12615,0.03,0.01,,0.0,0.03,
12616,,,0.03,,0.03,
12617,0.03,,,0.0,0.03,
12618,0.03,0.01,,0.0,0.03,
12619,0.02,0.01,,0.0,0.03,
12620,,0.03,,0.01,0.03,
12621,,0.03,,0.0,0.03,
12622,0.03,,,0.0,0.03,
12623,0.03,0.01,,0.0,0.03,
12624,0.03,,,0.0,0.03,
12625,0.03,0.0,,0.0,0.03,
12626,0.03,0.0,,0.0,0.03,
12627,,,0.03,,0.03,
12628,0.03,0.0,,0.0,0.03,
12629,0.03,,,0.0,0.03,
12630,,,0.03,,0.03,
12631,0.02,0.01,,0.0,0.03,
12632,0.03,,,0.0,0.03,
12633,0.03,,,0.0,0.03,
12634,0.03,0.0,,0.0,0.03,
12635,,0.03,,0.01,0.03,
12636,,0.0,0.03,0.0,0.03,
12637,,0.03,,0.0,0.03,
12638,0.03,,,0.0,0.03,
12639,0.03,0.0,,0.0,0.03,
12640,,0.03,,0.0,0.03,
12641,0.02,0.01,,0.0,0.03,
12642,,0.03,,0.0,0.03,
12643,0.02,0.01,,0.0,0.03,
12644,0.03,,,0.01,0.03,
12645,0.02,0.01,,0.0,0.03,
12646,0.02,0.01,,0.0,0.03,
12647,0.02,0.01,,0.0,0.03,
12648,0.02,0.01,,0.0,0.03,
12649,0.02,0.01,,0.0,0.03,
12650,,,,,,0.03
12651,0.03,,,0.0,0.03,
12652,0.03,,,0.0,0.03,
12653,0.01,0.02,,0.0,0.03,
12654,0.02,,,0.01,0.03,
12655,0.02,0.01,,0.01,0.03,
12656,0.02,0.01,,0.0,0.03,
12657,,0.02,,0.0,0.03,
12658,0.03,,,0.0,0.03,
12659,0.02,0.01,,0.0,0.03,
12660,0.02,0.01,,0.0,0.03,
12661,0.02,0.01,,0.0,0.03,
12662,,0.03,,0.0,0.03,
12663,0.01,0.01,,0.0,0.03,
12664,0.01,0.01,,0.0,0.03,
12665,0.02,,,0.01,0.03,
12666,0.02,0.01,,0.0,0.03,
12667,0.02,0.01,,0.0,0.03,
12668,0.02,0.01,,0.0,0.03,
12669,0.02,0.01,,0.0,0.03,
12670,,,0.03,,0.03,
12671,0.01,0.01,,0.0,0.03,
12672,0.02,0.0,,0.0,0.03,
12673,0.02,0.0,,0.0,0.03,
12674,0.02,0.01,,0.0,0.03,
12675,,0.02,,0.0,0.03,
12676,0.02,0.01,,0.0,0.02,
12677,0.02,0.01,,0.0,0.02,
12678,0.02,0.0,,0.0,0.02,
12679,0.02,0.0,,0.0,0.02,
12680,0.02,0.0,,0.0,0.02,
12681,0.01,0.01,,0.0,0.02,
12682,,0.02,,0.0,0.02,
12683,0.01,0.01,,0.0,0.02,
12684,0.02,0.01,,0.0,0.02,
12685,0.01,0.01,,0.0,0.02,
12686,0.02,,,0.0,0.02,
12687,,,0.02,,0.02,
12688,0.02,,,0.0,0.02,
12689,0.02,,,0.0,0.02,
12690,0.02,0.01,,0.0,0.02,
12691,0.02,,,0.0,0.02,
12692,,0.02,,0.0,0.02,
12693,0.02,,,0.0,0.02,
12694,,0.02,,0.0,0.02,
12695,0.02,,,0.0,0.02,
12696,0.02,0.0,,0.0,0.02,
12697,0.02,0.0,,0.0,0.02,
12698,0.01,0.01,,0.0,0.02,
12699,,0.02,,0.0,0.02,
12700,0.0,0.02,,0.0,0.02,
12701,,0.02,,0.0,0.02,
12702,,0.02,,0.0,0.02,
12703,,0.02,,0.0,0.02,
12704,,0.02,,0.0,0.02,
12705,,0.02,,0.0,0.02,
12706,0.02,0.0,,0.0,0.02,
12707,0.02,0.0,,0.0,0.02,
12708,0.01,0.01,,0.0,0.02,
12709,0.02,0.0,,0.0,0.02,
12710,0.01,0.01,,0.0,0.02,
12711,0.01,0.01,,0.0,0.02,
12712,0.02,0.0,,0.0,0.02,
12713,,0.02,,0.0,0.02,
12714,0.02,,,0.0,0.02,
12715,0.01,0.01,,0.0,0.02,
12716,,0.02,,0.0,0.02,
12717,,0.02,,0.0,0.02,
12718,0.02,0.0,,0.0,0.02,
12719,0.02,,,0.0,0.02,
12720,0.01,0.0,,0.0,0.02,
12721,0.02,,,0.0,0.02,
12722,0.02,,,0.0,0.02,
12723,,0.02,,0.0,0.02,
12724,,,0.02,,0.02,
12725,0.01,0.01,,0.0,0.02,
12726,0.01,0.0,,0.0,0.02,
12727,,0.02,,0.0,0.02,
12728,0.02,,,0.0,0.02,
12729,0.01,0.01,,0.0,0.02,
12730,0.02,0.0,,0.0,0.02,
12731,,,0.02,,0.02,
12732,0.01,0.0,,0.0,0.02,
12733,0.01,0.0,,0.0,0.02,
12734,,0.02,,0.0,0.02,
12735,,0.01,,0.0,0.02,
12736,0.01,0.0,,0.0,0.02,
12737,0.01,,,0.0,0.02,
12738,0.01,0.0,,0.0,0.02,
12739,0.02,,,0.0,0.02,
12740,0.02,,,0.0,0.02,
12741,0.01,0.0,,0.0,0.02,
12742,,,0.02,,0.02,
12743,,0.02,,0.0,0.02,
12744,0.01,0.0,,0.0,0.02,
12745,,0.02,,0.0,0.02,
12746,,0.02,,0.0,0.02,
12747,0.01,0.0,,0.0,0.02,
12748,0.01,,0.0,0.0,0.02,
12749,0.01,0.0,,0.0,0.02,
12750,0.01,0.0,,0.0,0.02,
12751,,0.01,,0.0,0.02,
12752,0.01,,,0.0,0.02,
12753,,0.01,,0.0,0.02,
12754,0.01,,,0.0,0.02,
12755,0.01,0.0,,0.0,0.02,
12756,0.01,0.0,,0.0,0.02,
12757,0.01,,,0.0,0.02,
12758,0.01,0.01,,0.0,0.02,
12759,,0.01,,0.0,0.02,
12760,,0.01,,0.0,0.02,
12761,0.01,0.0,,0.0,0.02,
12762,,0.01,,0.0,0.02,
12763,0.01,0.01,,0.0,0.02,
12764,0.01,0.0,,0.0,0.02,
12765,,0.01,,0.0,0.01,
12766,0.01,,,0.0,0.01,
12767,,0.01,,0.0,0.01,
12768,,0.01,,0.0,0.01,
12769,0.01,,,0.0,0.01,
12770,0.01,0.01,,0.0,0.01,
12771,0.01,,,0.0,0.01,
12772,0.01,,,0.0,0.01,
12773,,0.01,,0.0,0.01,
12774,,0.01,,0.0,0.01,
12775,0.01,,,0.0,0.01,
12776,0.01,0.0,,0.0,0.01,
12777,0.01,0.0,,0.0,0.01,
12778,,,0.01,0.0,0.01,
12779,,0.01,,0.0,0.01,
12780,0.01,0.0,,0.0,0.01,
12781,0.01,0.0,,0.0,0.01,
12782,,0.01,,0.0,0.01,
12783,0.01,0.0,,0.0,0.01,
12784,0.01,0.0,,0.0,0.01,
12785,,0.01,,0.0,0.01,
12786,0.01,0.0,,0.0,0.01,
12787,,0.01,,0.0,0.01,
12788,0.01,0.0,,0.0,0.01,
12789,,0.01,,0.0,0.01,
12790,0.01,0.0,,0.0,0.01,
12791,0.01,0.0,,0.0,0.01,
12792,,,0.01,,0.01,
12793,0.01,0.0,,0.0,0.01,
12794,,0.01,,0.0,0.01,
12795,0.01,0.0,,0.0,0.01,
12796,0.01,0.0,,0.0,0.01,
12797,,0.01,,0.0,0.01,
12798,,0.01,,0.0,0.01,
12799,0.01,,,0.0,0.01,
12800,0.01,,,0.0,0.01,
12801,,0.01,,0.0,0.01,
12802,,0.01,,0.0,0.01,
12803,0.01,,,0.0,0.01,
12804,,0.01,,0.0,0.01,
12805,,0.01,,0.0,0.01,
12806,,0.01,,0.0,0.01,
12807,,0.01,,0.0,0.01,
12808,0.01,0.0,,0.0,0.01,
12809,0.01,0.0,,0.0,0.01,
12810,0.01,0.0,,0.0,0.01,
12811,0.0,0.0,,0.0,0.01,
12812,,,0.01,,0.01,
12813,0.01,,,0.0,0.01,
12814,0.0,0.0,,0.0,0.01,
12815,0.01,0.0,,0.0,0.01,
12816,,,0.01,,0.01,
12817,0.01,0.0,,0.0,0.01,
12818,0.01,,,0.0,0.01,
12819,0.01,,,0.0,0.01,
12820,,0.01,,0.0,0.01,
12821,,0.01,,0.0,0.01,
12822,0.01,,,0.0,0.01,
12823,0.01,0.0,,0.0,0.01,
12824,0.01,,,0.0,0.01,
12825,0.01,,,0.0,0.01,
12826,,,0.01,0.0,0.01,
12827,,0.0,0.01,0.0,0.01,
12828,0.0,0.01,,0.0,0.01,
12829,0.01,0.0,,0.0,0.01,
12830,,0.01,,0.0,0.01,
12831,,0.01,,0.0,0.01,
12832,0.01,,,0.0,0.01,
12833,0.01,0.0,,0.0,0.01,
12834,0.01,,,0.0,0.01,
12835,0.01,0.0,,0.0,0.01,
12836,0.01,0.0,,0.0,0.01,
12837,0.01,,,0.0,0.01,
12838,0.01,0.0,,0.0,0.01,
12839,,0.01,,0.0,0.01,
12840,0.01,,,0.0,0.01,
12841,0.01,,,0.0,0.01,
12842,,,0.01,,0.01,
12843,0.01,,,0.0,0.01,
12844,,0.01,,0.0,0.01,
12845,,,0.01,,0.01,
12846,0.01,,,0.0,0.01,
12847,0.0,0.0,,0.0,0.01,
12848,,0.01,,0.0,0.01,
12849,0.01,,,0.0,0.01,
12850,,0.01,,0.0,0.01,
12851,0.0,,,0.0,0.01,
12852,0.0,0.0,,0.0,0.01,
12853,,,0.01,,0.01,
12854,,0.0,,0.0,0.0,
12855,,0.0,,0.0,0.0,
12856,0.0,0.0,,0.0,0.0,
12857,0.0,0.0,,0.0,0.0,
12858,0.0,0.0,,0.0,0.0,
12859,0.0,,,0.0,0.0,
12860,0.0,,,0.0,0.0,
12861,,0.0,,0.0,0.0,
12862,,0.0,,0.0,0.0,
12863,0.0,0.0,,0.0,0.0,
12864,0.0,0.0,,0.0,0.0,
12865,,0.0,,0.0,0.0,
12866,0.0,0.0,,0.0,0.0,
12867,0.0,0.0,,0.0,0.0,
12868,0.0,,,0.0,0.0,
12869,,0.0,,0.0,0.0,
12870,,0.0,,0.0,0.0,
12871,0.0,0.0,,0.0,0.0,
12872,,0.0,,0.0,0.0,
12873,,,0.0,,0.0,
12874,,0.0,,0.0,0.0,
12875,0.0,0.0,,0.0,0.0,
12876,,0.0,,0.0,0.0,
12877,0.0,0.0,,0.0,0.0,
12878,,0.0,,0.0,0.0,
12879,0.0,,,0.0,0.0,
12880,0.0,0.0,,0.0,0.0,
12881,,0.0,,0.0,0.0,
12882,,,0.0,,0.0,
12883,,,0.0,,0.0,
12884,0.0,0.0,,0.0,0.0,
12885,,0.0,,0.0,0.0,
12886,,0.0,,0.0,0.0,
12887,,0.0,,,0.0,
12888,,0.0,,0.0,0.0,
12889,,0.0,,0.0,0.0,
12890,,0.0,,0.0,0.0,
12891,0.0,,,0.0,0.0,
12892,,0.0,,0.0,0.0,
12893,0.0,0.0,,0.0,0.0,
12894,,0.0,,0.0,0.0,
12895,,0.0,,0.0,0.0,
12896,,0.0,,0.0,0.0,
12897,0.0,0.0,,0.0,0.0,
12898,,0.0,,0.0,0.0,
12899,,0.0,,0.0,0.0,
12900,,0.0,,0.0,0.0,
12901,,0.0,,0.0,0.0,
12902,0.0,0.0,,0.0,0.0,
12903,,0.0,,0.0,0.0,
12904,,0.0,,0.0,0.0,
12905,,0.0,,0.0,0.0,
12906,,0.0,,0.0,0.0,
12907,,0.0,,0.0,0.0,
12908,,0.0,,0.0,0.0,
12909,,0.0,,0.0,0.0,
12910,,0.0,,0.0,0.0,
12911,0.0,0.0,,0.0,0.0,
12912,,0.0,,0.0,0.0,
12913,,0.0,,0.0,0.0,
12914,,0.0,,0.0,0.0,
12915,,0.0,,0.0,0.0,
12916,,0.0,,0.0,0.0,
12917,,0.0,,0.0,0.0,
12918,0.0,0.0,,0.0,0.0,
12919,,0.0,,0.0,0.0,
12920,,0.0,,0.0,0.0,
12921,,0.0,,0.0,0.0,
12922,0.0,0.0,,,0.0,
12923,0.0,0.0,,0.0,0.0,
12924,,0.0,,0.0,0.0,
12925,0.0,0.0,,,0.0,
12926,,0.0,,0.0,0.0,
12927,,0.0,,0.0,0.0,
12928,0.0,0.0,,0.0,0.0,
12929,,0.0,,,0.0,
12930,0.0,,,0.0,0.0,
12931,,0.0,,0.0,0.0,
12932,,0.0,,,0.0,
12933,,0.0,,0.0,0.0,
12934,,0.0,,,0.0,
12935,0.0,,,,0.0,
12936,,,,,,368.04
12937,,,,,,154.0
12938,,,,,,82.0
12939,,,,,,65.0
12940,,,,,,58.62
12941,,,,,,57.1
12942,,,,,,50.0
12943,,,,,,50.0
12944,,,,,,46.43
12945,,,,,,32.0
12946,,,,,,31.38
12947,,,,,,30.0
12948,,,,,,30.0
12949,,,,,,28.2
12950,,,,,,28.0
12951,,,,,,23.86
12952,,,,,,23.1
12953,,,,,,20.0
12954,,,,,,19.1
12955,,,,,,19.02
12956,,,,,,17.67
12957,,,,,,17.0
12958,,,,,,16.49
12959,,,,,,16.4
12960,,,,,,16.22
12961,,,,,,16.2
12962,,,,,,15.97
12963,,,,,,15.64
12964,,,,,,15.22
12965,,,,,,15.0
12966,,,,,,14.64
12967,,,,,,14.34
12968,,,,,,14.0
12969,,,,,,13.0
12970,,,,,,12.8
12971,,,,,,12.72
12972,,,,,,12.6
12973,,,,,,12.58
12974,,,,,,12.49
12975,,,,,,12.4
12976,,,,,,12.15
12977,,,,,,12.0
12978,,,,,,12.0
12979,,,,,,10.8
12980,,,,,,10.0
12981,,,,,,9.9
12982,,,,,,9.9
12983,,,,,,9.6
12984,,,,,,8.9
12985,,,,,,8.89
12986,5.1,2.83,0.1,0.85,8.88,
12987,,,,,,8.6
12988,,,,,,8.6
12989,,,,,,8.52
12990,2.91,3.97,0.27,1.34,8.48,
12991,,,,,,8.3
12992,,,,,,8.2
12993,,,,,,8.0
12994,,,,,,7.71
12995,,,,,,7.71
12996,,,,,,7.6
12997,,,,,,7.47
12998,,,,,,7.3
12999,,,,,,7.2
13000,,,,,,7.07
13001,,,,,,7.06
13002,,,,,,7.0
13003,,,,,,6.7
13004,,,,,,6.6
13005,,,,,,6.6
13006,,,,,,6.5
13007,2.57,2.68,0.25,0.99,6.49,
13008,,,,,,6.4
13009,,,,,,6.39
13010,,,,,,6.3
13011,,,,,,6.02
13012,,,,,,6.0
13013,,,,,,6.0
13014,,,,,,6.0
13015,,,,,,5.83
13016,,,,,,5.5
13017,,,,,,5.5
13018,,,,,,5.5
13019,,,,,,5.5
13020,,,,,,5.4
13021,1.75,1.23,1.87,0.51,5.35,
13022,,,,,,5.22
13023,,,,,,5.2
13024,3.59,1.09,0.05,0.37,5.1,
13025,1.81,1.53,1.05,0.68,5.07,
13026,2.94,1.62,0.02,0.45,5.03,
13027,,,,,,5.0
13028,,,,,,5.0
13029,,,,,,5.0
13030,,,,,,4.96
13031,3.41,0.99,0.09,0.46,4.96,
13032,,,,,,4.9
13033,,,,,,4.9
13034,,,,,,4.88
13035,,,,,,4.8
13036,,,,,,4.56
13037,,,,,,4.5
13038,,,,,,4.5
13039,2.89,1.03,0.13,0.41,4.47,
13040,,,,,,4.3
13041,,,,,,4.3
13042,,,,,,4.23
13043,,,,,,4.2
13044,,,,,,4.2
13045,,,,,,4.1
13046,2.67,1.03,0.04,0.34,4.08,
13047,,,,,,4.04
13048,,,,,,4.0
13049,,,,,,4.0
13050,,,,,,4.0
13051,2.18,1.15,0.07,0.61,4.0,
13052,1.18,2.25,,0.56,3.99,
13053,,,,,,3.98
13054,,,,,,3.92
13055,,,,,,3.9
13056,,,,,,3.86
13057,,,,,,3.81
13058,,,,,,3.8
13059,,,,,,3.58
13060,,,,,,3.5
13061,,,,,,3.5
13062,,,,,,3.49
13063,1.24,1.5,0.08,0.54,3.36,
13064,,,,,,3.34
13065,,,,,,3.29
13066,,,,,,3.29
13067,,,,,,3.25
13068,,,,,,3.2
13069,,,,,,3.2
13070,,,,,,3.2
13071,,,,,,3.18
13072,1.54,1.04,0.1,0.49,3.17,
13073,1.69,0.86,0.14,0.44,3.12,
13074,,,,,,3.1
13075,1.99,0.81,0.03,0.27,3.1,
13076,1.94,0.84,0.03,0.24,3.04,
13077,,,,,,3.0
13078,,,,,,3.0
13079,,,,,,3.0
13080,,,,,,3.0
13081,,,,,,3.0
13082,,,,,,2.97
13083,,,,,,2.93
13084,1.83,0.79,0.03,0.27,2.91,
13085,,,,,,2.9
13086,,,,,,2.88
13087,,,,,,2.87
13088,2.09,0.63,0.03,0.11,2.86,
13089,0.83,1.48,0.08,0.44,2.82,
13090,,,,,,2.8
13091,,,,,,2.8
13092,0.78,0.75,0.89,0.23,2.66,
13093,,,,,,2.65
13094,,,,,,2.6
13095,,,,,,2.6
13096,,,,,,2.58
13097,1.76,0.55,0.03,0.22,2.56,
13098,2.29,0.02,,0.19,2.5,
13099,,,,,,2.5
13100,,,,,,2.5
13101,,,,,,2.5
13102,,,,,,2.5
13103,,,,,,2.48
13104,,,,,,2.48
13105,,,,,,2.47
13106,,,,,,2.41
13107,,,,,,2.4
13108,,,,,,2.4
13109,,,,,,2.37
13110,,,,,,2.36
13111,,,,,,2.35
13112,,,,,,2.35
13113,1.07,0.8,0.08,0.38,2.34,
13114,,,,,,2.31
13115,,,,,,2.3
13116,,,,,,2.3
13117,,,,,,2.21
13118,,,,,,2.21
13119,,,,,,2.2
13120,,,,,,2.2
13121,,,,,,2.2
13122,,,,,,2.2
13123,1.3,0.67,0.01,0.21,2.19,
13124,1.68,0.44,,0.08,2.19,
13125,,,2.17,0.01,2.18,
13126,,,,,,2.15
13127,,,,,,2.15
13128,,,,,,2.14
13129,,,,,,2.13
13130,,,,,,2.1
13131,,,,,,2.05
13132,0.75,0.53,0.54,0.22,2.05,
13133,0.29,0.22,1.43,0.1,2.04,
13134,,,,,,2.0
13135,,,,,,2.0
13136,,,,,,2.0
13137,,,,,,2.0
13138,,,,,,2.0
13139,,,,,,2.0
13140,,,,,,2.0
13141,,,,,,1.96
13142,,,,,,1.95
13143,1.0,0.72,,0.21,1.93,
13144,,,,,,1.91
13145,,,,,,1.9
13146,,,,,,1.9
13147,,,,,,1.9
13148,,,,,,1.9
13149,1.37,0.44,,0.08,1.88,
13150,0.94,0.44,0.39,0.1,1.86,
13151,1.13,0.53,,0.17,1.83,
13152,,,1.82,,1.82,
13153,,,,,,1.8
13154,,,,,,1.8
13155,,,,,,1.8
13156,0.41,0.48,0.72,0.16,1.76,
13157,,,,,,1.73
13158,,,,,,1.7
